back_dock_failed.wav,"Could not reach the dock, please remove obstacles and make sure the charging surfaces are clean!"
back_dock_nearby.wav,"Cannot reach the dock, please remove any obstacles!"
bin_in.wav,"Dustbin installed."
bin_out.wav,"Dustbin removed."
binout_error10.wav,"Dustbin removed, please clean the filter!"
bl_recovery_bootfailed.wav,"Boot failure, it will take about 5 minutes to restore the initial version. Plase be patient."
bl_recovery_failed.wav,"Restoring recovery failed. Please try again."
bl_recovery_retry.wav,"Restarting recovery. It will take about 5 minutes. Please be patient."
bl_recovery_start.wav,"Restoring recovery. It will take about 5 minutes. Please be patient."
bl_recovery_updatefailed.wav,"The upgrade failed. It will take about 5 minutes to restore the initial version. Please be patient."
charging.wav,"Charging."
clean_bin.wav,"Please clean the dustbin."
clean_finish.wav,"Finished cleaning. Going back to the dock."
error_internal.wav,"An internal error has occurred. Please reboot the system."
error1.wav,"Error 1, Try turning the orange head of the laser unit to make sure it is not blocked."
error2.wav,"Error 2, Clean and tap the bumper slightly."
error3.wav,"Error 3, Try moving the vaccum to a different place."
error4.wav,"Error 4, Wipe the cliff sensors clean and move the vacuum to a different place."
error5.wav,"Error 5, Remove and clean the main brush."
error6.wav,"Error 6, Remove and clean the side brush."
error7.wav,"Error 7, Make sure the wheels are not blocked, move the vacuum to a different place and try again."
error8.wav,"Error 8, Make sure there are no obstacles around the vacuum."
error9.wav,"Error 9, Install the dustbin and the filter."
error10.wav,"Error 10, Make sure the filter has been dried or clean the filter."
error11.wav,"Error 11, Strong magnetic field detected. Move the device away from the virtual wall and try again."
error12.wav,"Error 12, Battery is low, charge your vacuum."
error13.wav,"Error 13, Could not charge properly. Make sure the charging surfaces are clean."
error14.wav,"Error 14, Battery malfunction."
error15.wav,"Error 15, Wipe the wall sensor clean."
error16.wav,"Error 16, Place the vacuum on a flat horizontal surface."
error17.wav,"Error 17, Side brush malfunction. Please reboot the system."
error18.wav,"Error 18, Suction fan malfunction. Please reboot the system."
error19.wav,"Error 19, There is no current on the charging base. Check connection to a power supply."
error21.wav,"Error 21, Please make sure that the top cover of the laser distance sensor is not pinned."
error22.wav,"Error 22, Please wipe the dock sensor."
error23.wav,"Error 23, Make sure the signal emission area of the dock is clean."
error24.wav,"Error 24, No-Go-Zone or virtual wall detected. Please move the vacuum away from this area."
findme.wav,"Hey, I'm over here."
finish.wav,"Finished cleaning."
goto.wav,"Starting to get to the target point."
goto_complete.wav,"Reached the target point."
goto_failed.wav,"Failed to reach the target point."
home.wav,"Going back to the dock."
no_power.wav,"Battery is low, going back to the dock."
no_power_charging.wav,"Battery is low, need more time to charge."
no_spot_on_dock.wav,"Place the vacuum in the target area before starting the spot cleanup."
pause.wav,"Paused."
power_off.wav,"Turning off."
power_off_rejected.wav,"Move the vacuum away from the dock to turn off."
power_resume_clean.wav,"Battery is charged, resuming the cleanup."
relocate_failed.wav,"Can't understand where I am."
remote.wav,"Using remote control."
remote_complete.wav,"Finished using remote control."
restart_backtodock_ignore_forbidden_zone.wav,"Positioning failed. The virtual wall of the No-Go-Zone is invalid. Continuing recharging."
restart_clean.wav,"Positioning failed, starting a new cleaning session."
restart_clean_ignore_forbidden_zone.wav,"Positioning failed. The virtual wall of the No-Go-Zone is invalid. Starting a new cleaning session."
restart_spot_ignore_forbidden_zone.wav,"Positioning failed. The virtual wall of the No-Go-Zone is invalid. Continuing spot cleaning."
resume_clean.wav,"Resuming the cleanup."
resume_home.wav,"Resuming going back to the dock."
resume_zone.wav,"Resuming zoned cleanup."
return_no.wav,"Could not return to the starting point."
return_yes.wav,"Could not find the dock. Move the vacuum closer to the dock and try again."
spot.wav,"Starting spot cleanup."
start.wav,"Starting the cleanup."
stop_goto.wav,"Stoped goto."
stop_scheduled_clean.wav,"Positioning failed. The current timer cleaning has been cancelled."
stop_spot.wav,"Stopped the spot cleanup."
stop_zone.wav,"Zone cleanup for this time is done." 
stop.wav,"Finished cleaning."
sysupd_complete.wav,"Updated successfully."
sysupd_failed.wav,"Could not update firmware. Switching to previous version."
sysupd_notready.wav,"Please charge your vacuum. Try updating after the vacuum is at least 20% charged."
sysupd_start.wav,"Updating firmware. It can take 5 to 10 minutes."
sysupd_wip.wav,"Please wait until I'm finished updating."
timed_clean.wav,"Starting scheduled cleanup."
wifi_reset.wav,"Reseting Wi-Fi."
zone.wav,"Starting zoned cleanup."
zone_complete.wav,"Finished zoned cleanup. Going back to the dock."
zone_failed.wav,"Finished zoned cleanup. Going back to the dock. Some unreached areas are not cleaned."
