back_dock_nearby.wav,"No se pudo llegar a la estación de acoplamiento, por favor elimina los obstáculos!"
bin_in.wav,"contenedor insertado."
bin_out.wav,"contenedor retirado."
binout_error10.wav,"Se ha retirado el contenedor, limpie el filtro"
bl_recovery_bootfailed.wav,"Error de arranque de recuperación."
bl_recovery_failed.wav,"Error de recuperación."
bl_recovery_retry.wav,"Nuevo intento de recuperación."
bl_recovery_start.wav,"Inicio de recuperación."
bl_recovery_updatefailed.wav,"Falló la actualización de recuperación."
charging.wav,"cargando."
clean_bin.wav,"Limpia el contenedor."
clean_finish.wav,"Limpieza completada."
error1.wav,"Error 1, intente girar el cabezal naranja de la unidad láser para asegurarse de que no esté bloqueada."
error2.wav,"Error 2, limpia el parachoques y tócalo ligeramente."
error3.wav,"Error 3, intenta mover el robot aspirador a otra ubicación."
error4.wav,"Error 4, limpie el sensor de abismo y mueva el robot de aspiradora a otra ubicación."
error5.wav,"Error 5, eliminar y limpiar el pincel principal."
error6.wav,"Error 6, eliminar y limpiar los pinceles laterales."
error7.wav,"Error 7, asegúrese de que las ruedas no estén bloqueadas y mueva el robot aspirador a otra ubicación."
error8.wav,"Error 8, asegúrese de que no haya obstáculos alrededor del robot aspirador."
error9.wav,"Error 9, inserte el contenedor de polvo y el filtro."
error10.wav,"Error 10, limpiar o reemplazar el filtro."
error11.wav,"Error 11, Fuerte campo magnético detectado. Aleje el robot de la aspiradora de la pared virtual e intente nuevamente."
error12.wav,"Error 12, la batería está descargada, cargue el robot aspirador."
error13.wav,"Error 13, error de carga. Asegúrese de que los contactos de carga estén limpios."
error14.wav,"Error 14, mal funcionamiento de la batería."
error15.wav,"Error 15, Limpie el sensor de pared."
error16.wav,"Error 16, utilice el robot aspirador sobre una superficie horizontal plana."
error17.wav,"Error 17, mal funcionamiento del cepillo lateral. Reinicie el sistema."
error18.wav,"Error 18, mal funcionamiento del ventilador. Reinicie el sistema."
error19.wav,"Error 19, la estación de acoplamiento no está conectada a la alimentación."
error_internal.wav,"Ha ocurrido un error interno. Reinicie el sistema."
findme.wav,"Hola, estoy aquí."
finish.wav,"Limpieza completada."
home.wav,"Vuelve a la estación de acoplamiento."
no_power_charging.wav,"La vida útil de la batería es baja, tardaré más tiempo en cargarla."
no_power.wav,"La vida útil de la batería es baja, regreso a la estación de acoplamiento."
no_spot_on_dock.wav,"Coloque el robot aspirador en el área objetivo antes de comenzar la limpieza."
pause.wav,"pausa."
power_off_rejected.wav,"Retire el robot de la estación de acoplamiento para apagarlo."
power_off.wav,"Desactivar."
power_resume_clean.wav,"Batería cargada, continúe la limpieza."
remote_complete.wav,"Uso del control remoto completado."
remote.wav,"Usar control remoto."
restart_clean.wav,"posición desconocida, iniciar nueva limpieza."
resume_clean.wav,"Continuar limpiando."
resume_home.wav,"Volver a la estación de acoplamiento."
return_no.wav,"No puedo regresar al punto de partida."
return_yes.wav,"No puedo encontrar la estación de acoplamiento, mueva la aspiradora más cerca de la estación de acoplamiento y vuelva a intentarlo."
spot.wav,"punto de inicio de limpieza."
start.wav,"comenzar a limpiar."
stop_spot.wav,"Punto de finalización de limpieza."
stop.wav,"Finaliza la limpieza."
sysupd_complete.wav,"Actualización exitosa."
sysupd_failed.wav,"Falló la actualización del firmware, use la versión anterior."
sysupd_notready.wav,"Por favor, intente arreglar de nuevo la actualización y compruebe si tiene al menos un 20% de carga."
sysupd_start.wav,"Iniciar la actualización del firmware. Puede tardar de 5 a 10 minutos."
sysupd_wip.wav,"Espere hasta que se complete la actualización."
timed_clean.wav,"Iniciar la limpieza programada."
wifi_reset.wav,"Restablecer Wi-Fi."
